split,image_id,file_name,original_name,blood_group,abo,rh,width,height,image_area,image_path
valid,399,B+ (33)_jpg.rf.4fJN4QwkNvk8G3KHPclr.jpg,B+ (33).jpg,B+,B,+,2601,925,2405925,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (33)_jpg.rf.4fJN4QwkNvk8G3KHPclr.jpg
valid,400,AB+ (29)_jpg.rf.632762uxUHJ3gY4atOr7.jpg,AB+ (29).jpg,AB+,AB,+,1925,673,1295525,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (29)_jpg.rf.632762uxUHJ3gY4atOr7.jpg
valid,401,AB- (118)_jpg.rf.NLZr5C9FwkJSyr42P5Tl.jpg,AB- (118).jpg,AB-,AB,-,3090,1070,3306300,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (118)_jpg.rf.NLZr5C9FwkJSyr42P5Tl.jpg
valid,402,AB- (183)_jpg.rf.pe8deoVd5D3oVHB3y6aM.jpg,AB- (183).jpg,AB-,AB,-,1801,608,1095008,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (183)_jpg.rf.pe8deoVd5D3oVHB3y6aM.jpg
valid,403,AB+ (26)_jpeg.rf.Lix08tbV2Lctqnt2a05M.jpeg,AB+ (26).jpeg,AB+,AB,+,1521,554,842634,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (26)_jpeg.rf.Lix08tbV2Lctqnt2a05M.jpeg
valid,404,AB+ (68)_jpg.rf.mpstwHIqKOJe0jdJznXZ.jpg,AB+ (68).jpg,AB+,AB,+,1483,530,785990,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (68)_jpg.rf.mpstwHIqKOJe0jdJznXZ.jpg
valid,405,AB- (152)_jpg.rf.tETWzHC1JzD6BrjGOXoE.jpg,AB- (152).jpg,AB-,AB,-,2326,758,1763108,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (152)_jpg.rf.tETWzHC1JzD6BrjGOXoE.jpg
valid,406,AB+ (115)_jpg.rf.a6aOg9rOgG2oh1TMX7Fq.jpg,AB+ (115).jpg,AB+,AB,+,1619,540,874260,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (115)_jpg.rf.a6aOg9rOgG2oh1TMX7Fq.jpg
valid,407,B+ (119)_jpg.rf.tUdsAR2G1UxeZOrFwak8.jpg,B+ (119).jpg,B+,B,+,2827,1005,2841135,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (119)_jpg.rf.tUdsAR2G1UxeZOrFwak8.jpg
valid,408,AB- (64)_jpg.rf.tWJNhCnoU5vICR8bRd2H.jpg,AB- (64).jpg,AB-,AB,-,1450,510,739500,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (64)_jpg.rf.tWJNhCnoU5vICR8bRd2H.jpg
valid,409,AB- (131)_jpg.rf.x3U7f8bI0K5guU22b5yw.jpg,AB- (131).jpg,AB-,AB,-,2947,1028,3029516,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (131)_jpg.rf.x3U7f8bI0K5guU22b5yw.jpg
valid,410,AB+ (130)_jpg.rf.UUG68TFin8H8uIhEHusV.jpg,AB+ (130).jpg,AB+,AB,+,1549,526,814774,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (130)_jpg.rf.UUG68TFin8H8uIhEHusV.jpg
valid,411,B+ (41)_jpg.rf.yBoIZZ6X4wpxQkyUUpIQ.jpg,B+ (41).jpg,B+,B,+,2675,896,2396800,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (41)_jpg.rf.yBoIZZ6X4wpxQkyUUpIQ.jpg
valid,412,AB+ (31)_jpeg.rf.Rg6MJ1N70gKj4QZXT5S2.jpeg,AB+ (31).jpeg,AB+,AB,+,1254,460,576840,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (31)_jpeg.rf.Rg6MJ1N70gKj4QZXT5S2.jpeg
valid,413,AB- (36)_jpg.rf.h0CF1Pkh5JV8aFtiohFq.jpg,AB- (36).jpg,AB-,AB,-,1425,548,780900,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (36)_jpg.rf.h0CF1Pkh5JV8aFtiohFq.jpg
valid,414,B+ (156)_jpg.rf.Sn5TKno4gH7kYEjlrhQd.jpg,B+ (156).jpg,B+,B,+,3202,1126,3605452,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (156)_jpg.rf.Sn5TKno4gH7kYEjlrhQd.jpg
valid,415,AB+ (70)_jpg.rf.SKB80khYzjsFaWSM3GTA.jpg,AB+ (70).jpg,AB+,AB,+,1553,508,788924,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (70)_jpg.rf.SKB80khYzjsFaWSM3GTA.jpg
valid,416,AB+ (59)_jpg.rf.S0P7OSv3OVqdHxkyJWbs.jpg,AB+ (59).jpg,AB+,AB,+,1123,392,440216,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (59)_jpg.rf.S0P7OSv3OVqdHxkyJWbs.jpg
valid,417,B+ (169)_jpg.rf.ql1dxDg925IxGbdNDKx8.jpg,B+ (169).jpg,B+,B,+,3385,1101,3726885,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (169)_jpg.rf.ql1dxDg925IxGbdNDKx8.jpg
valid,418,AB+ (44)_jpg.rf.D8hsgwkLDw0RdO1AJTk5.jpg,AB+ (44).jpg,AB+,AB,+,1379,492,678468,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (44)_jpg.rf.D8hsgwkLDw0RdO1AJTk5.jpg
valid,419,B+ (182)_jpg.rf.pnGWCopr8ySfNSNhgKJp.jpg,B+ (182).jpg,B+,B,+,3253,1150,3740950,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (182)_jpg.rf.pnGWCopr8ySfNSNhgKJp.jpg
valid,420,AB- (25)_jpg.rf.aTuEW5PN5MpO9aQlxgh7.jpg,AB- (25).jpg,AB-,AB,-,1646,540,888840,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (25)_jpg.rf.aTuEW5PN5MpO9aQlxgh7.jpg
valid,421,AB+ (82)_jpg.rf.wWuQcHgBD0wTXYJFuTHn.jpg,AB+ (82).jpg,AB+,AB,+,1594,532,848008,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (82)_jpg.rf.wWuQcHgBD0wTXYJFuTHn.jpg
valid,422,AB- (137)_jpg.rf.vtRV276JA8r5W8AodPOr.jpg,AB- (137).jpg,AB-,AB,-,2160,678,1464480,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (137)_jpg.rf.vtRV276JA8r5W8AodPOr.jpg
valid,423,AB- (169)_jpg.rf.azMCsfmwG9uMYymUqeyT.jpg,AB- (169).jpg,AB-,AB,-,2403,758,1821474,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (169)_jpg.rf.azMCsfmwG9uMYymUqeyT.jpg
valid,424,AB+ (110)_jpg.rf.YgdP3guBqViNkq4tvzQQ.jpg,AB+ (110).jpg,AB+,AB,+,1409,518,729862,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (110)_jpg.rf.YgdP3guBqViNkq4tvzQQ.jpg
valid,425,B+ (37)_jpg.rf.aTjhzMlQBA2r5L7m024d.jpg,B+ (37).jpg,B+,B,+,2842,971,2759582,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (37)_jpg.rf.aTjhzMlQBA2r5L7m024d.jpg
valid,426,AB+ (14)_jpeg.rf.vTCaZuHJmzOc3clPHNQX.jpeg,AB+ (14).jpeg,AB+,AB,+,1368,562,768816,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (14)_jpeg.rf.vTCaZuHJmzOc3clPHNQX.jpeg
valid,427,AB- (40)_jpg.rf.ak0vCCZ7fYsFY3URfGXf.jpg,AB- (40).jpg,AB-,AB,-,1515,504,763560,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (40)_jpg.rf.ak0vCCZ7fYsFY3URfGXf.jpg
valid,428,B+ (74)_jpg.rf.nmYW45IJRHG2LejlRAVD.jpg,B+ (74).jpg,B+,B,+,3088,1165,3597520,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (74)_jpg.rf.nmYW45IJRHG2LejlRAVD.jpg
valid,429,AB- (158)_jpg.rf.iiMvjxEEiuXsJv15fbJd.jpg,AB- (158).jpg,AB-,AB,-,2067,758,1566786,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (158)_jpg.rf.iiMvjxEEiuXsJv15fbJd.jpg
valid,430,B+ (198)_jpg.rf.bdeLqrloOR5sWLJJeycB.jpg,B+ (198).jpg,B+,B,+,2709,929,2516661,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (198)_jpg.rf.bdeLqrloOR5sWLJJeycB.jpg
valid,431,AB+ (35)_jpeg.rf.cbgixpIn2snBbLbtlBRO.jpeg,AB+ (35).jpeg,AB+,AB,+,1290,492,634680,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (35)_jpeg.rf.cbgixpIn2snBbLbtlBRO.jpeg
valid,432,B+ (183)_jpg.rf.b689LPlRg4xtUufYZcHO.jpg,B+ (183).jpg,B+,B,+,2656,1273,3381088,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (183)_jpg.rf.b689LPlRg4xtUufYZcHO.jpg
valid,433,B+ (17)_jpg.rf.pQrXBIp85WJxu2y7usaF.jpg,B+ (17).jpg,B+,B,+,2674,912,2438688,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (17)_jpg.rf.pQrXBIp85WJxu2y7usaF.jpg
valid,434,AB- (111)_jpg.rf.pvN49A11Nt9rc4gf93Qg.jpg,AB- (111).jpg,AB-,AB,-,1430,492,703560,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (111)_jpg.rf.pvN49A11Nt9rc4gf93Qg.jpg
valid,435,B+ (193)_jpg.rf.brDzne01FwBTGh7yLdxp.jpg,B+ (193).jpg,B+,B,+,2851,1316,3751916,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (193)_jpg.rf.brDzne01FwBTGh7yLdxp.jpg
valid,436,AB+ (142)_jpg.rf.hSilEOtK6mG9bO4Ijvlf.jpg,AB+ (142).jpg,AB+,AB,+,1447,510,737970,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (142)_jpg.rf.hSilEOtK6mG9bO4Ijvlf.jpg
valid,437,AB+ (12)_jpeg.rf.ZDB9DPjoeJVd748W0gPT.jpeg,AB+ (12).jpeg,AB+,AB,+,1600,481,769600,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (12)_jpeg.rf.ZDB9DPjoeJVd748W0gPT.jpeg
valid,438,AB- (135)_jpg.rf.iOaJOSzuiqKaaQywMfdr.jpg,AB- (135).jpg,AB-,AB,-,2202,756,1664712,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (135)_jpg.rf.iOaJOSzuiqKaaQywMfdr.jpg
valid,439,B+ (38)_jpg.rf.all9C39ayFUdxgFfIztO.jpg,B+ (38).jpg,B+,B,+,2894,975,2821650,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (38)_jpg.rf.all9C39ayFUdxgFfIztO.jpg
valid,440,AB+ (45)_jpg.rf.XxYsEqc2nWLf7hKODAEe.jpg,AB+ (45).jpg,AB+,AB,+,1515,530,802950,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (45)_jpg.rf.XxYsEqc2nWLf7hKODAEe.jpg
valid,441,B+ (178)_jpg.rf.Nlh7N6lUzaLUR6bSHu1o.jpg,B+ (178).jpg,B+,B,+,3153,1055,3326415,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (178)_jpg.rf.Nlh7N6lUzaLUR6bSHu1o.jpg
valid,442,B+ (172)_jpg.rf.O8JsG3q5uHi67zmTvWGM.jpg,B+ (172).jpg,B+,B,+,2863,976,2794288,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\B+ (172)_jpg.rf.O8JsG3q5uHi67zmTvWGM.jpg
valid,443,AB+ (72)_jpg.rf.YDRtF8yuWKJorIJHOZeP.jpg,AB+ (72).jpg,AB+,AB,+,1521,508,772668,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (72)_jpg.rf.YDRtF8yuWKJorIJHOZeP.jpg
valid,444,AB+ (15)_jpeg.rf.qHPgerl0puyuUHcllHhV.jpeg,AB+ (15).jpeg,AB+,AB,+,1466,540,791640,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB+ (15)_jpeg.rf.qHPgerl0puyuUHcllHhV.jpeg
valid,445,AB- (27)_jpg.rf.XUHc6Xguc88enjpDBN2t.jpg,AB- (27).jpg,AB-,AB,-,1563,506,790878,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\valid\AB- (27)_jpg.rf.XUHc6Xguc88enjpDBN2t.jpg
test,0,A- (179)_jpg.rf.Hrpt6VBXp3Wshd6BXI3d.jpg,A- (179).jpg,A-,A,-,1992,700,1394400,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (179)_jpg.rf.Hrpt6VBXp3Wshd6BXI3d.jpg
test,1,A- (148)_jpg.rf.yncPX7v1FLEoPyBXbaaZ.jpg,A- (148).jpg,A-,A,-,2546,786,2001156,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (148)_jpg.rf.yncPX7v1FLEoPyBXbaaZ.jpg
test,2,A- (171)_jpg.rf.IZwjE0WQTsQCC5l085cj.jpg,A- (171).jpg,A-,A,-,1755,668,1172340,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (171)_jpg.rf.IZwjE0WQTsQCC5l085cj.jpg
test,3,A- (61)_jpg.rf.9ZawHy0wWjRd7VG0y7CQ.jpg,A- (61).jpg,A-,A,-,2167,722,1564574,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (61)_jpg.rf.9ZawHy0wWjRd7VG0y7CQ.jpg
test,4,AB+ (104)_jpg.rf.l6pABfaID5ohWcAmPm2y.jpg,AB+ (104).jpg,AB+,AB,+,1512,506,765072,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (104)_jpg.rf.l6pABfaID5ohWcAmPm2y.jpg
test,5,A- (65)_jpg.rf.9uL9NfJj7mt08KrAp7Sy.jpg,A- (65).jpg,A-,A,-,2067,722,1492374,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (65)_jpg.rf.9uL9NfJj7mt08KrAp7Sy.jpg
test,6,AB+ (1)_jpg.rf.81YvXbGtJwd6EpN1nDKS.jpg,AB+ (1).jpg,AB+,AB,+,2873,1044,2999412,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (1)_jpg.rf.81YvXbGtJwd6EpN1nDKS.jpg
test,7,AB+ (33)_jpg.rf.JwkTD6F4Bws41zIjiS94.jpg,AB+ (33).jpg,AB+,AB,+,2685,1336,3587160,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (33)_jpg.rf.JwkTD6F4Bws41zIjiS94.jpg
test,8,A- (110)_jpg.rf.mU33r29xnhtzS9aqIazL.jpg,A- (110).jpg,A-,A,-,1991,700,1393700,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (110)_jpg.rf.mU33r29xnhtzS9aqIazL.jpg
test,9,A- (46)_jpg.rf.XIq60vP16FSrSmCRWccE.jpg,A- (46).jpg,A-,A,-,2602,892,2320984,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (46)_jpg.rf.XIq60vP16FSrSmCRWccE.jpg
test,10,A- (200)_jpg.rf.9SlL5SetB8JkEwYqI3te.jpg,A- (200).jpg,A-,A,-,2610,992,2589120,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (200)_jpg.rf.9SlL5SetB8JkEwYqI3te.jpg
test,11,A- (99)_jpg.rf.V4hGWn4GIlJYCWD0CdaQ.jpg,A- (99).jpg,A-,A,-,2720,968,2632960,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (99)_jpg.rf.V4hGWn4GIlJYCWD0CdaQ.jpg
test,12,A- (85)_jpg.rf.VhNjbek0Lpqrw8RLHVnQ.jpg,A- (85).jpg,A-,A,-,1492,535,798220,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (85)_jpg.rf.VhNjbek0Lpqrw8RLHVnQ.jpg
test,13,AB+ (140)_jpg.rf.Wpclku8BDCOAW7nN3ZQV.jpg,AB+ (140).jpg,AB+,AB,+,1489,492,732588,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (140)_jpg.rf.Wpclku8BDCOAW7nN3ZQV.jpg
test,14,A- (82)_jpg.rf.KlEMOLbP5OPVtHa22Zdp.jpg,A- (82).jpg,A-,A,-,2764,968,2675552,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (82)_jpg.rf.KlEMOLbP5OPVtHa22Zdp.jpg
test,15,AB+ (102)_jpg.rf.2fZVPHdWJgAD5xD8Lley.jpg,AB+ (102).jpg,AB+,AB,+,1555,506,786830,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (102)_jpg.rf.2fZVPHdWJgAD5xD8Lley.jpg
test,16,A- (192)_jpg.rf.XBM1L53A98WqP5uMBOjT.jpg,A- (192).jpg,A-,A,-,2876,992,2852992,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (192)_jpg.rf.XBM1L53A98WqP5uMBOjT.jpg
test,17,AB+ (28)_jpg.rf.rcAfm0ZFQ3H2U4aZeJdl.jpg,AB+ (28).jpg,AB+,AB,+,2670,983,2624610,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (28)_jpg.rf.rcAfm0ZFQ3H2U4aZeJdl.jpg
test,18,A- (178)_jpg.rf.roRL2V2vdyk1NB1YZSeQ.jpg,A- (178).jpg,A-,A,-,1945,700,1361500,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (178)_jpg.rf.roRL2V2vdyk1NB1YZSeQ.jpg
test,19,AB+ (118)_jpg.rf.hKR7NfrYwzvOieIsWmKw.jpg,AB+ (118).jpg,AB+,AB,+,1608,506,813648,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (118)_jpg.rf.hKR7NfrYwzvOieIsWmKw.jpg
test,20,A- (43)_jpg.rf.rOmFhrHeYRnijc0pIdOP.jpg,A- (43).jpg,A-,A,-,2788,994,2771272,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (43)_jpg.rf.rOmFhrHeYRnijc0pIdOP.jpg
test,21,AB+ (101)_jpg.rf.KoRhkOMPHPgudK9Ja2bu.jpg,AB+ (101).jpg,AB+,AB,+,1642,506,830852,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (101)_jpg.rf.KoRhkOMPHPgudK9Ja2bu.jpg
test,22,AB+ (11)_jpeg.rf.okQyHSb7jOXWGGHLKVND.jpeg,AB+ (11).jpeg,AB+,AB,+,1475,520,767000,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (11)_jpeg.rf.okQyHSb7jOXWGGHLKVND.jpeg
test,23,AB+ (109)_jpg.rf.LB37MpDDXHsd0pbCdzus.jpg,AB+ (109).jpg,AB+,AB,+,1466,514,753524,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (109)_jpg.rf.LB37MpDDXHsd0pbCdzus.jpg
test,24,A- (165)_jpg.rf.MQDb5cAbEzKF2jPnYMko.jpg,A- (165).jpg,A-,A,-,1687,722,1218014,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (165)_jpg.rf.MQDb5cAbEzKF2jPnYMko.jpg
test,25,A- (24)_jpg.rf.cXr8FmCANwRu8AfT3LUo.jpg,A- (24).jpg,A-,A,-,2830,1045,2957350,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (24)_jpg.rf.cXr8FmCANwRu8AfT3LUo.jpg
test,26,AB+ (128)_jpg.rf.0foMA3QCQlOq7Rs686eO.jpg,AB+ (128).jpg,AB+,AB,+,1403,530,743590,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (128)_jpg.rf.0foMA3QCQlOq7Rs686eO.jpg
test,27,AB+ (13)_jpeg.rf.jy1X5QHmPOHFKGtd8OLK.jpeg,AB+ (13).jpeg,AB+,AB,+,1297,570,739290,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (13)_jpeg.rf.jy1X5QHmPOHFKGtd8OLK.jpeg
test,28,A- (51)_jpg.rf.16F4wgr6idrdWVDlpS7X.jpg,A- (51).jpg,A-,A,-,2915,1226,3573790,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (51)_jpg.rf.16F4wgr6idrdWVDlpS7X.jpg
test,29,AB+ (113)_jpg.rf.426cvA9yGAhkTdCmfo0a.jpg,AB+ (113).jpg,AB+,AB,+,1627,510,829770,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (113)_jpg.rf.426cvA9yGAhkTdCmfo0a.jpg
test,30,A- (167)_jpg.rf.4Q1kEKFX8H1izNK0Eztb.jpg,A- (167).jpg,A-,A,-,2696,900,2426400,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (167)_jpg.rf.4Q1kEKFX8H1izNK0Eztb.jpg
test,31,AB+ (1)_jpeg.rf.Zrmx9gjdLBosvXCWOUq0.jpeg,AB+ (1).jpeg,AB+,AB,+,1327,516,684732,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (1)_jpeg.rf.Zrmx9gjdLBosvXCWOUq0.jpeg
test,32,A- (88)_jpg.rf.bhMSQuk6ZPrigFLkJ5u6.jpg,A- (88).jpg,A-,A,-,2767,906,2506902,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (88)_jpg.rf.bhMSQuk6ZPrigFLkJ5u6.jpg
test,33,A- (58)_jpg.rf.LnqDb725uWjvtC0bsIuQ.jpg,A- (58).jpg,A-,A,-,2121,722,1531362,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (58)_jpg.rf.LnqDb725uWjvtC0bsIuQ.jpg
test,34,A- (63)_jpg.rf.hXxPURos1Pl0QpPBL7fC.jpg,A- (63).jpg,A-,A,-,1964,722,1418008,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (63)_jpg.rf.hXxPURos1Pl0QpPBL7fC.jpg
test,35,A- (199)_jpg.rf.ggJAHSBfGLlTSyFzLQKx.jpg,A- (199).jpg,A-,A,-,1593,578,920754,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (199)_jpg.rf.ggJAHSBfGLlTSyFzLQKx.jpg
test,36,A- (67)_jpg.rf.h8383APcFgPmrZ4I0zyX.jpg,A- (67).jpg,A-,A,-,2352,951,2236752,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (67)_jpg.rf.h8383APcFgPmrZ4I0zyX.jpg
test,37,A- (20)_jpg.rf.ihrA3Gezly2vrrdl1ekd.jpg,A- (20).jpg,A-,A,-,2401,832,1997632,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (20)_jpg.rf.ihrA3Gezly2vrrdl1ekd.jpg
test,38,A- (112)_jpg.rf.DSPsOGeFJd29z4kZjNHF.jpg,A- (112).jpg,A-,A,-,2078,700,1454600,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (112)_jpg.rf.DSPsOGeFJd29z4kZjNHF.jpg
test,39,AB+ (138)_jpg.rf.jn6m62rPjE7C21vE7Z98.jpg,AB+ (138).jpg,AB+,AB,+,1411,530,747830,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (138)_jpg.rf.jn6m62rPjE7C21vE7Z98.jpg
test,40,A- (186)_jpg.rf.jdvHfRP2iBckitKwNJDu.jpg,A- (186).jpg,A-,A,-,2898,992,2874816,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (186)_jpg.rf.jdvHfRP2iBckitKwNJDu.jpg
test,41,A- (195)_jpg.rf.ZpGCaCiLT0hkRndJBUYF.jpg,A- (195).jpg,A-,A,-,1512,492,743904,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (195)_jpg.rf.ZpGCaCiLT0hkRndJBUYF.jpg
test,42,A- (68)_jpg.rf.fYZhvyQUjwK7GxYzBVVG.jpg,A- (68).jpg,A-,A,-,1423,492,700116,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (68)_jpg.rf.fYZhvyQUjwK7GxYzBVVG.jpg
test,43,A- (57)_jpg.rf.2sCHRBPbCDMCAvRBwaRX.jpg,A- (57).jpg,A-,A,-,2114,722,1526308,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (57)_jpg.rf.2sCHRBPbCDMCAvRBwaRX.jpg
test,44,A- (197)_jpg.rf.4oAxCgAN1TpfjACAaeIG.jpg,A- (197).jpg,A-,A,-,2385,756,1803060,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (197)_jpg.rf.4oAxCgAN1TpfjACAaeIG.jpg
test,45,AB+ (25)_jpg.rf.pNX18bQSdki270hfM8Z4.jpg,AB+ (25).jpg,AB+,AB,+,2533,849,2150517,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (25)_jpg.rf.pNX18bQSdki270hfM8Z4.jpg
test,46,A- (27)_jpg.rf.6IsPvDjpxUfgCrhdXlaJ.jpg,A- (27).jpg,A-,A,-,2712,930,2522160,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (27)_jpg.rf.6IsPvDjpxUfgCrhdXlaJ.jpg
test,47,A- (182)_jpg.rf.kEVsTHiZ8jHl7hHD0w5F.jpg,A- (182).jpg,A-,A,-,2095,700,1466500,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (182)_jpg.rf.kEVsTHiZ8jHl7hHD0w5F.jpg
test,48,A- (169)_jpg.rf.76QVXR9PTsto35CR3B6Q.jpg,A- (169).jpg,A-,A,-,1819,721,1311499,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (169)_jpg.rf.76QVXR9PTsto35CR3B6Q.jpg
test,49,AB+ (36)_jpg.rf.laybMSo7DO3yUEErcy5I.jpg,AB+ (36).jpg,AB+,AB,+,3088,1388,4286144,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\AB+ (36)_jpg.rf.laybMSo7DO3yUEErcy5I.jpg
test,50,A- (76)_jpg.rf.c762YaXi2P71fs22enbR.jpg,A- (76).jpg,A-,A,-,1420,538,763960,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (76)_jpg.rf.c762YaXi2P71fs22enbR.jpg
test,51,A- (7)_jpg.rf.d680O6VHKiTrT8nubAsi.jpg,A- (7).jpg,A-,A,-,1525,492,750300,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\test\A- (7)_jpg.rf.d680O6VHKiTrT8nubAsi.jpg
